_record_id,_title,_server_updated_at,_updated_by,_geometry,_latitude,_longitude,site_id,act_codes,access_id,site_name,site_label,site_address,site_description,hours_info,open_close_date,fee,public_transit,public_transit_description,url_public,site_manager,phone_site_manager,email_site_manager,accessibility_description,safety,use_limits,program_yn,program_name,program_description,program_url,program_contact,amenities_description,bike_path_accessible,restrooms,changing_station,food,drinking_water,walking_trails,equipment_rental,boat_launch_yn,parking,parking_descripton,wheelchair_access_restrooms,wheelchair_access_trails,swim_yn,fish_yn,hpbl_yn,mpbl_yn,boat_cleaning_requirements,site_name_photo_01,site_name_photo_02,site_name_photo_03,photo_credits,owner,owner_type,water_quality_monitoring,typology,lat,long,near_cso,cso_label
58216363-88ad-492d-b1fa-fb8b0da706fe,"Marine Basin Marina, 1900 Shore Parkway, Gravesend, NY 11214",2024-04-18 17:38:58 UTC,Sara Eichner,SRID=4326;POINT(-73.99504975 40.58918161),40.58918161,-73.99504975,95825,MPBL,325,Marine Basin Marina,,"1900 Shore Parkway, Gravesend, NY 11214",,Mon-Fri 8:30 AM-6:00 PM; Sat-Sun 10:00 AM-4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.58918161,-73.99504975,,
fa98ac53-7211-4b0f-be5e-44c2753c7dfd,"Spring Creek Park, Walkway on bridge, Cross Bay Boulevard",2024-04-18 17:38:58 UTC,Sara Eichner,SRID=4326;POINT(-73.84862856 40.64962398),40.64962398,-73.84862856,95,FISH,267,Spring Creek Park,,"Walkway on bridge, Cross Bay Boulevard",,,,,Y,Q21/Q41 bus to 164 Av/92st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beach,40.64962398,-73.84862856,,
89ee1573-a3d6-4e4e-890d-cead79ac1fc1,"Plumb Beach at Jamaica Bay, Flatbush Ave before Marine Parkway Bridge, East of Exit 9 Eastbound Belt Pkwy, Brooklyn",2024-04-18 17:38:57 UTC,Sara Eichner,SRID=4326;POINT(-73.90478187 40.59047008),40.59047008,-73.90478187,93,"FISH,HPBL,MPBL","137, 182, 349, 426, 427, 000, 000, 000, 000",Plumb Beach at Jamaica Bay,,"Flatbush Ave before Marine Parkway Bridge, East of Exit 9 Eastbound Belt Pkwy, Brooklyn","Calm waters and strong winds make the sand beach a favorite take off for windsurfers and kite boarders. Launching is recommended at higher tide as mud flats make the walk to water several hundred yards at low tide. A permit is required.
Caution: Do not disturb the horseshoe crabs in this prime breeding area. Challenging wind and tide conditions. Watch for glass on the beach.
Rules prohibit swimming, diving, or bathing, rafts or other inflatables, consumption of alcohol, littering, smoking, any discharge into water, pets off leash or in the water, open flame, storing personal property, motor vehicles without specific authorization.",Sunrise to Sunset (April 1 to December 1),,,,,www.nycgovparks.org/facilities/kayak/48,,,,,Do not disturb the horseshoe crabs in this prime breeding area. Challenging wind and tide conditions. Watch for glass on the beach.,,,,,,,,,Y,,,Y,,,Y,Y,,,,,,,,,,,,,National Park Service GNRA NYC Parks NPS,,,"Beach/Rocky, Beach",40.59047008,-73.90478187,0,
724ed989-c910-4ee8-816f-7d5472a62f21,"Hudson River Park, Pier 96, West 56th St & 12th Ave, Manhattan",2024-04-18 17:38:57 UTC,Sara Eichner,SRID=4326;POINT(-73.9951386 40.77096895),40.77096895,-73.9951386,900136,"FISH,HPBL","84, 915, 971, 684","Hudson River Park, Pier 96",,"West 56th St & 12th Ave, Manhattan","For more information regarding the Pier 96 launch and landing, please visit https://hudsonriverpark.org/locations/pier-96/",,,,,,www.nycgovparks.org/facilities/kayak/6,"Kaitlin Peterson
",,info@hudsonriverpark.org,,Must be 100 yards out in the river at cruise ship terminal,,Y,Manhattan Community Boathouse,,https://www.manhattancommunityboathouse.org/,,,,Y,,Y,Y,Y,,Y,,,,,,,,,,,,,,Hudson River Park Trust,,,,40.77096895,-73.9951386,1,
b87f6ccf-fcc2-428e-9935-97a4473448d9,"Hudson River Park, Pier 57",2024-04-18 17:38:57 UTC,Sara Eichner,SRID=4326;POINT(-74.00972373 40.7434463),40.7434463,-74.00972373,900135,MPBL,241,"Hudson River Park, Pier 57",,,,,,,Y,"Subway: A, C, E, L",,,,info@hudsonriverpark.org,,,,,,,https://hudsonriverpark.org/locations/pier-57/,,,,,,,,,,Y,,,,,,,,,,,,,,State-City/Hudson River Park Trust,,,,40.7434463,-74.00972373,,
d42ad8bf-3ec5-497b-ae38-473156f05109,"Hudson River Park, Pier 66, Pier 66, W 26th St & 12th Ave, Manhattan",2024-04-18 17:38:57 UTC,Sara Eichner,SRID=4326;POINT(-74.00774131 40.75350412),40.75350412,-74.00774131,900132,"FISH,HPBL,MPBL","417, 847, 162, 016, 861, 000","Hudson River Park, Pier 66",,"Pier 66, W 26th St & 12th Ave, Manhattan",,Per Operator: www.pier66nyc.org,,,Y,Subway: 7,www.nycgovparks.org/facilities/kayak/29,,,info@hudsonriverpark.org,,River currents are strong,,Y,Hudson River Community Saililng,,https://hudsonsailing.org/,info@hudsonsailing.org,,,Y,,Y,Y,Y,,Y,Y,,,,,,,,,,,,,Hudson River Park Trust City,,,,40.75350412,-74.00774131,1,
6ac53118-4f3c-4f17-a603-5883a2a1d595,"Hudson River Park, Pier 64, 24th to 26th Sts at Hudson River",2024-04-18 17:38:57 UTC,Sara Eichner,SRID=4326;POINT(-74.00882215 40.74941233),40.74941233,-74.00882215,900131,FISH,416,"Hudson River Park, Pier 64",,24th to 26th Sts at Hudson River,,,,,Y,M23 Bus to 23rd St. and 12th Ave,,,,info@hudsonriverpark.org,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Pier,40.74941233,-74.00882215,,
dcc9e4fe-d37f-49c4-86b8-424b6bc55c6d,"Hudson River Park, Chelsesa Piers, 59 Chelsea Piers, NY, NY 10011",2024-04-18 17:38:57 UTC,Sara Eichner,SRID=4326;POINT(-74.0094735 40.7465639),40.7465639,-74.0094735,900130,MPBL,363,"Hudson River Park, Chelsesa Piers",,"59 Chelsea Piers, NY, NY 10011",,,,,,,,,,info@hudsonriverpark.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7465639,-74.0094735,,
fd293f06-0c33-4068-8630-f112bee99945,"Hudson River Park, Pier 53, Hudson River Park runs from Battery Place to W. 59th St",2024-04-18 17:38:56 UTC,Sara Eichner,SRID=4326;POINT(-74.01100093 40.74004029),40.74004029,-74.01100093,900129,FISH,240,"Hudson River Park, Pier 53",,Hudson River Park runs from Battery Place to W. 59th St,,,,,Y,"Subway: A, C, E, L; M20 and M12 buses make many stops near the park",,,,info@hudsonriverpark.org,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,Promenade,40.74004029,-74.01100093,,
f9a301e0-723e-4e64-a6ef-742888f4d954,"Hudson River Park, Christopher Street Pier, Christopher St at Hudson River",2024-04-18 17:38:56 UTC,Sara Eichner,SRID=4326;POINT(-74.01258805 40.73315232),40.73315232,-74.01258805,900127,FISH,"1, 071, 732","Hudson River Park, Christopher Street Pier",,Christopher St at Hudson River,,,,,Y,"Subway: 1 to Christoper St, Sheridan Sq, NJ PATH",www.dec.ny.gov/outdoor/8377.html,,,info@hudsonriverpark.org,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,HRPT,,,Pier,40.73315232,-74.01258805,,
9c8d0ca2-eed3-498f-b457-e62ee2776d98,"Hudson River Park, Pier 40, South of W Houston St & West St, Manhattan",2024-04-18 17:38:56 UTC,Sara Eichner,SRID=4326;POINT(-74.01248447 40.73014105),40.73014105,-74.01248447,900126,"FISH,HPBL,MPBL","84, 615, 961, 683, 244","Hudson River Park, Pier 40",,"South of W Houston St & West St, Manhattan",", The Village Community Boathouse offers free community rowing on Sundays and Tuesdays, from April through November. No experience is necessary and there is no registration. Just show up and have some fun on the Hudson River! First timers have an opportunity to learn basic rowing techniques, terminology, and safety. All are welcome to join community boat building and repair on Wednesdays and Sundays.
Please visit the Village Community Boathouse for program schedules and updates. Programs are subject to changes.
For more information about the Pier's landing, free community rowing, and more, please visit the website.",,,,Y,"Subway: 1, C, E; NJ PATH",www.nycgovparks.org/facilities/kayak/5,"Sally Curtis, Owen Foote
",,info@hudsonriverpark.org,,Currents are strong at the pierhead line; 25-yard security zone around the Holland Tunnel ventilator shaft.,,Y,Village Community Boathouse,,www.villagecommunityboathouse.org,,,,Y,,Y,Y,Y,,Y,Y,,,,,,,,,,,,,Hudson River Park Trust,,,,40.73014105,-74.01248447,1,
6327405c-c121-4bdb-9cc8-c848c550ce8d,"Hudson River Park, Pier 25, North Moore St at Hudson River",2024-04-18 17:38:56 UTC,Sara Eichner,SRID=4326;POINT(-74.01513434 40.72040303),40.72040303,-74.01513434,900123,FISH,"4, 121, 739","Hudson River Park, Pier 25",,North Moore St at Hudson River,,,,,Y,"Subway: 1, 2, 3, A, C, E to Franklin St",www.dec.ny.gov/outdoor/8377.html,"Jim Wetteroff
",,info@hudsonriverpark.org,,,,,Pier 25 Marina,,https://crewny.com/pier-25-marina,crew@pier25marina.com,,,Y,,,,,,,,,,,,,,,,,,,,HRPT,,,Pier,40.72040303,-74.01513434,,
5f407a2e-ba1e-4517-9979-5ec3d0a4c1c6,"Beach Channel Park, Beach Channel Dr between Beach 116th St and Beach 124th St",2024-04-18 17:38:56 UTC,Sara Eichner,SRID=4326;POINT(-73.84177507 40.58171078),40.58171078,-73.84177507,83,FISH,"501, 781",Beach Channel Park,,Beach Channel Dr between Beach 116th St and Beach 124th St,,,,,Y,"Subway: H, A, A Shuttle to Rockaway Park / Beach 116th St",www.dec.ny.gov/outdoor/8377.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYC Parks,,,Vegetation,40.58171078,-73.84177507,,
541b9f8d-6c35-4977-a9a7-5a442242d724,"Queensbridge Park, 40th-41st Rd at Vernon Blvd",2024-04-18 17:38:56 UTC,Sara Eichner,SRID=4326;POINT(-73.94866975 40.75643255),40.75643255,-73.94866975,80,FISH,"4, 361, 760",Queensbridge Park,,40th-41st Rd at Vernon Blvd,,,,,Y,Subway: F to Queensbridge,www.dec.ny.gov/outdoor/8377.html,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,NYC Parks,,,Rocky,40.75643255,-73.94866975,,
a6950975-b41f-443e-b64f-3c5cc7c253bb,"Pugsley Creek Park, Foot of Sound View Ave, The Bronx",2024-04-18 17:38:56 UTC,Sara Eichner,SRID=4326;POINT(-73.85198975 40.81236433),40.81236433,-73.85198975,79,"FISH,HPBL","110, 160, 216, 731, 704",Pugsley Creek Park,,"Foot of Sound View Ave, The Bronx","Rules prohibit swimming, diving, or bathing, rafts or other inflatables, consumption of alcohol, littering, smoking, any discharge into water, pets off leash or in the water, open flame, storing personal property, motor vehicles without specific authorization.",Sunrise to Sunset (April 1 to December 1),,,Y,Bx 27/Bx 39 Bus to Soundview Ave Cornell Ave,www.nycgovparks.org/facilities/kayak/11,,,,,"Strong currents in the East River, heavy commercial traffic, and lots of broken glass in launch area.",,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,NYC Parks,,,Rocky,40.81236433,-73.85198975,1,
edd1d51f-218a-45cc-98a8-3f211cafbdfa,"North Brooklyn Community Boathouse, 51 Ash St",2024-04-18 17:38:56 UTC,Sara Eichner,SRID=4326;POINT(-73.95309368 40.73861762),40.73861762,-73.95309368,76659,HPBL,366,North Brooklyn Community Boathouse,,51 Ash St,,,,,Y,"Subway: 7, LIRR: Long Island City",,"Jens Rasmussen
",,,,,,Y,North Brooklyn Boat Club,,,North Brooklyn Boat Club,,,Y,,,Y,,,,,,,,,,,,,,,,,Hudson River Park Trust,,,,40.73861762,-73.95309368,1,
7aad1c4e-0a57-45e7-b7f4-5b6edd785712,"Powell's Cove Park, 11th Ave bet 130th St and 9th Ave",2024-04-18 17:38:56 UTC,Sara Eichner,SRID=4326;POINT(-73.83492894 40.78904286),40.78904286,-73.83492894,75,FISH,"4, 321, 770",Powell's Cove Park,,11th Ave bet 130th St and 9th Ave,,,,,Y,Q20B Bus to 14th Ave/135th St,www.dec.ny.gov/outdoor/8377.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYC Parks,,,Rocky/Beach,40.78904286,-73.83492894,,
7e705b54-eccf-4c58-b65d-40861b0cec35,"Riverside Park, Hudson River at 68-70th Sts",2024-04-18 17:38:55 UTC,Sara Eichner,SRID=4326;POINT(-73.99004495 40.77791333),40.77791333,-73.99004495,70,FISH,"51, 756",Riverside Park,,Hudson River at 68-70th Sts,,,,,Y,"Subway: 1, 2, 3; M72 Bus to W 69th St & Riverside Dr",www.dec.ny.gov/outdoor/8377.html,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,City,,,Pier,40.77791333,-73.99004495,,
dd003c4a-028e-4724-97c9-d6fb22839738,ONE°15 Brooklyn Marina,2024-04-18 17:38:55 UTC,Sara Eichner,SRID=4326;POINT(-74.00078601 40.69577953),40.69577953,-74.00078601,68243,MPBL,387,ONE°15 Brooklyn Marina,,,,,,,Y,"Subway: 2, 3, 4, 5, R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.69577953,-74.00078601,,
9dd839a3-afd1-4212-a6b6-6d81be7e8f3e,"Joe Michael's Mile, 28-05 Cross Island Parkway Bayside, NY 11360, Cross Island Pkwy & Little Neck Bay",2024-04-18 17:38:55 UTC,Sara Eichner,SRID=4326;POINT(-73.76652388 40.77575107),40.77575107,-73.76652388,67,"FISH,HPBL,MPBL","441, 606, 168, 017, 751, 000",Joe Michael's Mile,,"28-05 Cross Island Parkway Bayside, NY 11360, Cross Island Pkwy & Little Neck Bay","This charming, dog-friendly park on the shores of Little Neck Bay has facilities for baseball, basketball, and tennis, and includes a playground for kids and a scenic pond at the southern end. The park looks out to the bay and offers access via a pedestrian bridge to the waterfront. With winding pathways and plenty of lawn space, Crocheron Park offers respite and opportunities for recreation year-round, including a pretty show of colors in the fall!
Before it became Crocheron Park, this site was home to Crocheron House, a hotel built in the 1850s on the shores of Little Neck Bay.",Open Daily 8:00 AM-10:00 PM,,,Y,Q13 Bus to Bell Blvd/28th Ave,www.baysidemariy.com/,,,info@baysidemarinany.com,,Landing at high tide can be difficult heading south toward Alley Pond Park due to extensive riprap.,,,,,,,,,Y,,Y,Y,,Y,Y,Y,,Y,,,,,,,,,,,NYC Parks  Private,,,Pier,40.77575107,-73.76652388,0,
d3bdedbd-6021-42f3-a984-f592416ab40b,"Jacob Riis Park at Jamaica Bay, Beach Channel Dr from Beach 146 St to Beach 169 St, West of Vets Memorial Bridge",2024-04-18 17:38:55 UTC,Sara Eichner,SRID=4326;POINT(-73.87281878 40.56783249),40.56783249,-73.87281878,66,"FISH,MPBL,SWIM","2, 613, 281, 783",Jacob Riis Park at Jamaica Bay,,"Beach Channel Dr from Beach 146 St to Beach 169 St, West of Vets Memorial Bridge",,,,Y,Y,"Q35 Bus to Newport Ave / Beach 145th St, Q22 or Q35 bus to beach 169 st, Rockaway Pt Blvd",www.dec.ny.gov/outdoor/8377.html,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,GNRA  NPS,,,Beach,40.56783249,-73.87281878,0,
c46365d7-cf00-4c76-bd06-452f03bd9b9b,"Riverdale Waterfront Promenade & Fishing Access, Access through southbound platform, Riverdale Station, Metro North Hudson Line",2024-04-18 17:38:55 UTC,Sara Eichner,SRID=4326;POINT(-73.91259822 40.9076785),40.9076785,-73.91259822,65672,FISH,"4, 571, 707",Riverdale Waterfront Promenade & Fishing Access,,"Access through southbound platform, Riverdale Station, Metro North Hudson Line",,,,,Y,"Metro North to Riverdale Station, Riverdale",www.dec.ny.gov/outdoor/8377.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYC Parks,,,Promenade,40.9076785,-73.91259822,,
798df2b3-43d7-4c78-9825-a647f634a1d6,"Cedar Street Park, Cedar St & Myrtle Ave, Keyport",2024-04-18 17:38:55 UTC,Sara Eichner,SRID=4326;POINT(-74.19377995 40.44089223),40.44089223,-74.19377995,649199,"FISH,HPBL,MPBL,SWIM","700, 133, 715, 171, 512",Cedar Street Park,,"Cedar St & Myrtle Ave, Keyport","Sandy beach, Cedar Street Park: swimming at your own risk, ball fields, Cedar Street Park:benches, gazebo, ball fields, Cedar Street Park",,,,,,www.keyportonline.com/parks,,,,,Watch for powerboats,,,,,,,,,Y,,Y,Y,,,,Y,,,,,,,,,,,,,NJ Local Government,,,,40.44089223,-74.19377995,0,
e4a2e803-d90f-4ca4-9a9b-176214cbf5d8,"Firefighters Park, 727 Front St, Union Beach, NJ 07735",2024-04-18 17:38:55 UTC,Sara Eichner,SRID=4326;POINT(-74.16760154 40.44952506),40.44952506,-74.16760154,649198,SWIM,708,Firefighters Park,,"727 Front St, Union Beach, NJ 07735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NJ Local Government,,,,40.44952506,-74.16760154,0,
49552ac0-047f-479f-8315-ce177984b533,"Keansburg Beach, Seaside Pl & Shore Blvd & Lawrence Ave, Twilight Ave, or Beacon Blvd, Keansburg",2024-04-18 17:38:55 UTC,Sara Eichner,SRID=4326;POINT(-74.12788148 40.45267042),40.45267042,-74.12788148,649196,"FISH,HPBL,MPBL,SWIM","155, 515, 481, 560, 155, 000, 000, 000, 000",Keansburg Beach,,"Seaside Pl & Shore Blvd & Lawrence Ave, Twilight Ave, or Beacon Blvd, Keansburg","Kayak launch, benches available, waterfront boardwalk. Keansburg has fantastic beach access along Beachway Ave and probably has about 10-15 other access points all of which can be used to launch. The next best is on Beachway Ave between Raritan Ave. and Belleza Ct",,,,,,https://keansburgnj.gov/,,,,,,Keansburg has fantastic beach access along Beachway Ave and probably has about 10-15 other access points all of which can be used to launch. The next best is on Beachway Ave between Raritan Ave. and Belleza Ct,,,,,,,,Y,,Y,Y,,,,Y,,,,,,,,,,,,,NJ Local Government,,,,40.45267042,-74.12788148,0,
84d674e0-a546-43be-83fd-ea0e6f8fe141,"Bayshore Waterfront Park, 719 Port Monmouth Rd, Monmouth Beach, NJ 07750",2024-04-18 17:38:54 UTC,Sara Eichner,SRID=4326;POINT(-74.092885 40.4394293),40.4394293,-74.092885,649195,"FISH,HPBL,MPBL","694, 733, 134, 015, 111, 000, 000, 000, 000, 000",Bayshore Waterfront Park,,"719 Port Monmouth Rd, Monmouth Beach, NJ 07750","Bayshore Waterfront Park, located in Port Monmouth next to Monmouth Cove Marina, preserves a thriving coastal landscape on Sandy Hook Bay. Enjoy the maritime shrublands, tidal creeks, salt marshes, dunes, mile of beach and scenic views across the water. The park offers a fishing pier, access to Raritan Bay, and beautiful views of the NY skyline,  Bayshore Waterfront Park; picnic facilities, kayak launch, trash receptacles, Bayshore Waterfront Park; visitor's center, picnic facilities, trash receptacles, kayak launch, BOTH, Kayak launch, picnic area, trash receptacles",Open 8 am to sunset,All Year,,Y,,www.monmouthcountyparks.com/page.aspx?Id=2516,Mike Dollear,732-495-2115,mike.dollear@co.monmouth.nj.us,Ramp to fishing pier,,,Y,Monmouth County Parks,Varies,www.monmouthcountyparks.com/page.aspx?Id=2516,Monmouth County Parks,"Picnic tables, benches, fishing pier",Y,Y,Y,,Y,,,,Y,,Y,,,,,,,,,,,Monmouth County Park System Business,Monmouth County Park System,,BEACH,40.4394293,-74.092885,0,
96d5e3d8-3278-47a4-803e-6ea53fe0be1a,"Sandy Hook, Area F Rd & Hartshorne Dr, 2-16 Ocean Ave, Sea Bright",2024-04-18 17:38:54 UTC,Sara Eichner,SRID=4326;POINT(-73.99022941 40.45001236),40.45001236,-73.99022941,649186,"FISH,HPBL,MPBL,SWIM","1, 473, 115, 811, 601, 560, 000, 000, 000, 000, 000",Sandy Hook,,"Area F Rd & Hartshorne Dr, 2-16 Ocean Ave, Sea Bright","Sandy Hook; Gateway National Recreation Area; Between Memorial Day weekend and Labor Day there is a beach parking fee at Sandy Hook beach; Visit the National Park Service website for more details, Gateway National Recreation Area; Between Memorial Day weekend and Labor Day there is a $15 beach parking fee at Sandy Hook beach; Visit the National Park Service website for more details, BEACH/BANK",,,,,,www.nps.gov/gate/contacts.htm,"Brandon Murray
",,,,Be aware of high winds and powerboats.,,Y,"Sandy Hook Kayaks, Village Community Boathouse",,"https://www.sandyhookkayaks.com, https://www.facebook.com/Sandyhookkayaks","Sandy Hook Kayaks, Village Community Boathouse",,,Y,,Y,Y,,,,Y,,,,,,,,,,,,,National Park Service,,,,40.45001236,-73.99022941,0,
22e303e4-2764-48a0-bbc9-c0dde5af3712,"Hudson River Waterfront Walkway, Edgewater Commons & River Rd, Independence Rd & River Rd, or Independence Way & River Rd",2024-04-18 17:38:54 UTC,Sara Eichner,SRID=4326;POINT(-73.98349975 40.81008986),40.81008986,-73.98349975,649073,FISH,"988, 106, 299, 999, 810, 000, 000, 000, 000, 000, 000, 000",Hudson River Waterfront Walkway,,"Edgewater Commons & River Rd, Independence Rd & River Rd, or Independence Way & River Rd","Benches, 5th St Walkway and Overlook, Hudson River Walkway, Hudson River Waterfront Walkway",,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,Y,,,,,,,,,,,,,,,,,40.81008986,-73.98349975,,
b5833904-8132-489d-87ff-7e4905231c5b,"Kearny Riverbank Park, 927 Passaic Ave, Kearny",2024-04-18 17:38:54 UTC,Sara Eichner,SRID=4326;POINT(-74.15198649 40.77431313),40.77431313,-74.15198649,649069,"FISH,HPBL,MPBL","941, 270, 943, 946, 947, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000",Kearny Riverbank Park,,"927 Passaic Ave, Kearny","Side street parking, swing set on opposite side of park. There are restrooms present but not open. The flat terrain is handicap accessible. Parking lot nearby. restrooms present but are locked",,,,,,www.kearnynj.org/recreation-department/,,,,,Might work as an emergency pull-out. Watch for obstructions at low tide. Avoid contact with water.,We row on the Passaic River between the Penn Station bridge and Route 3 bridge. Our boathouse is located in Kearny at the intersection of Passaic Ave and Rt. 7 on the Kearny - North Arlington border.,,,,,,,,Y,,Y,,,,Y,Y,,,,,,,,,,,,,NJ Local Government,,,,40.77431313,-74.15198649,1,
27ea620c-4d77-488d-aef4-4e54dcf343de,"Prince's Point, Seguine Ave & Johnston Terrace, Staten Island",2024-04-18 17:38:54 UTC,Sara Eichner,SRID=4326;POINT(-74.19547912 40.51144383),40.51144383,-74.19547912,648884,"FISH,HPBL,MPBL","2, 921, 592",Prince's Point,,"Seguine Ave & Johnston Terrace, Staten Island","Rules prohibit swimming, diving, or bathing, rafts or other inflatables, consumption of alcohol, littering, smoking, any discharge into water, pets off leash or in the water, open flame, storing personal property, motor vehicles without specific authorization.",Sunrise to Sunset (April 1 to December 1),,,,,,,,,,"Watch for fishing lines from the pier at Sharrott Avenue, the remains of a pier at Seguine Avenue, a marked channel in Lemon Creek, and a buoyed channel close to shore",,Y,"NYC Urban Park Rangers, Lemon Creek Boatmen's Association",,,"NYC Urban Park Rangers, Lemon Creek Boatmen's Association",,,Y,,Y,Y,,,Y,Y,,,,,,,,,,,,,NYC Parks,,,Beach,40.51144383,-74.19547912,0,
9174f559-2623-472d-893b-d0bb7f67ce65,"Grand Cove Marina, River Rd, 989 River Rd, Edgewater",2024-04-18 17:38:54 UTC,Sara Eichner,SRID=4326;POINT(-73.97154967 40.82857121),40.82857121,-73.97154967,648805,"FISH,HPBL,MPBL","1, 003, 156, 204",Grand Cove Marina,,"River Rd, 989 River Rd, Edgewater",Hudson River Waterfront Walkway,,,,,,,,,,,Adjacent to NYWW ferry,,,,,,,,,Y,,Y,Y,,,,Y,,,,,,,,,,,,,NJ Local Government,,,,40.82857121,-73.97154967,1,
bc3cb2ac-d710-411f-8f41-f79e602f6bc3,"Marine Park, Navesink Marina, Wharf Ave & Union St, Marine Park, Red Bank NJ",2024-04-18 17:38:54 UTC,Sara Eichner,SRID=4326;POINT(-74.0653682 40.35426633),40.35426633,-74.0653682,648268,"FISH,MPBL","135, 672, 713, 551, 586","Marine Park, Navesink Marina",,"Wharf Ave & Union St, Marine Park, Red Bank NJ","benches, trash cans, fishing line recycling bins, bicycle rack, boat cleaning stations,  Marine Park, benches, trash cans, Man-made",,,Y,,,www.redbanknj.org/191/Parks-Recreation,Red bank Parks & Recreation Dept,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,Red Bank Borough,,,Marina,40.35426633,-74.0653682,,
588541b3-3301-4010-bf3f-92faa4bf24be,"Steven R Gregg Park, JFK Blvd & Dillon Dr, 43Rd St or W 37th St",2024-04-18 17:38:54 UTC,Sara Eichner,SRID=4326;POINT(-74.11435574 40.6822079),40.6822079,-74.11435574,648256,FISH,"1, 275, 127, 312, 741, 570",Steven R Gregg Park,,"JFK Blvd & Dillon Dr, 43Rd St or W 37th St","Walking path, Bocce ball, Athletic fields, Benches, Man-made",,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,40.6822079,-74.11435574,,
a8251fa2-d931-4bb9-8c37-41405e514022,"Ken Buchanan Riverfront Park, 93 River Rd, Sayreville",2024-04-18 17:38:54 UTC,Sara Eichner,SRID=4326;POINT(-74.35582075 40.47382594),40.47382594,-74.35582075,648141,"FISH,HPBL,MPBL","1182, 81, 272, 1179, 1180, 1181",Ken Buchanan Riverfront Park,,"93 River Rd, Sayreville","Ken Buchanan Riverfront Park with pavilions, and boat launch; boat ramp with permit only. See municipal website for more details,  Gate with access to waterfront is west of Bishop St; Sidewalk pathway provided, Pavilion provided; see municipal website for more details, Ken Buchanan Riverfront Park with boat launch, pavilion, and trash receptacles. Boat ramp by permit only; see municipal website for more details",,,,,,https://sayrevillerec.com/info/default.aspx,"Sayreville Recreation Dept.
",,"just@sayreville.com
",,,FREE for paddlecraft. Close to South River and Crab Island,,,,,,,,Y,,Y,Y,,,Y,Y,,,,,,,,,,,,,NJ Local Government Sayreville Borough,"Sayreville Recreation Dept.
",,,40.47382594,-74.35582075,0,
cb6afad5-9544-4e92-b051-3d704e56de71,"Richard A. Rutkowski Park, Route 440 Southbound, Bayonne",2024-04-18 17:38:53 UTC,Sara Eichner,SRID=4326;POINT(-74.11123897 40.68893441),40.68893441,-74.11123897,647875,"FISH,HPBL","4, 491, 046",Richard A. Rutkowski Park,,"Route 440 Southbound, Bayonne","kayak launch, benches",,,,,,www.bayonnenj.org/Departments/division-of-parks,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,NJ Local Government,,,,40.68893441,-74.11123897,1,
d9474dc4-d3bb-4229-ac93-0a92aa73432a,"Van Buskirk Island, New Milford Ave & Madison Ave, New Milford Ave, Elm St",2024-04-18 17:38:53 UTC,Sara Eichner,SRID=4326;POINT(-74.02612233 40.94815712),40.94815712,-74.02612233,647853,FISH,"114, 711, 481, 150",Van Buskirk Island,,"New Milford Ave & Madison Ave, New Milford Ave, Elm St","Bridge access, Sidewalk access",,,,Y,Pascack Valley Line,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.94815712,-74.02612233,,
1c5dfb38-9022-4d6f-a1aa-67893ca91b45,"Mill Creek Marsh Trail, Park Plaza Dr & Mill Creek Dr",2024-04-18 17:38:53 UTC,Sara Eichner,SRID=4326;POINT(-74.04325153 40.79922129),40.79922129,-74.04325153,647579,FISH,965,Mill Creek Marsh Trail,,Park Plaza Dr & Mill Creek Dr,Park hours dusk to dawn,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.79922129,-74.04325153,,
