ObjectID,GlobalID,county,lat,lon,municipality,natural_no,site_id,access_id,source,sq_acres,state,status,typology,waterbody,site_name,site_label,site_address,owner,owner_type,site_manager,phone_site_manager,email_site_manager,email_public,phone_public,url_public,site_description,photo_credits,safety,informal_swimming,use_limits,fee,fee_amount,hours_info,boat_launch_YN,equipment_rental,parking,parking_description,bike_parking_rack,restrooms,drinking_water,changing_station,food,picnic_area,playground,pets_allowed,amenities_description,wheelchair_access_amenities,wheelchair_access_restrooms,wheelchair_access_trails,accessibility_description,boat_access,public_transit,public_transit_description,bike_path_accessible,bike_path_access_description,program_id,program_name,program_contact,program_phone,program_url,program_hours,program_description,HPBL_YN,difficulty_level_HPBL,safety_HPBL,trailer_parking_HPBL,distance_parking_to_launch_HPBL,boat_launch_type_HPBL,boat_storage_HPBL,MPBL_YN,difficulty_level_MPBL,safety_MPBL,trailer_parking_MPBL,distance_parking_to_launch_MPBL,boat_launch_type_MPBL,boat_storage_MPBL,boat_storage_overnight_MPBL,navigational_notes_MPBL,pump_out_MPBL,haul_out_MPBL,boat_cleaning_requirements_MPBL,boat_inspections_MPBL,FISH_YN,permit_FISH,walking_path_FISH,fish_species_FISH,SWIM_YN,safety_SWIM,showers_SWIM,lifeguard_SWIM,CreationDate,Creator,EditDate,Editor,site_name_photo_01,site_name_photo_02,site_name_photo_03,access_type,access_type_other,water_depth_est,water_quality_monitoring,open_close_date,walking_trails,program_YN,program_contact,act_codes,x,y
60,69afba0a-23df-4a17-8f32-9cca3e99d264,New York,40.76300503,-74.00064781,"Borough of Manhattan, New York County,New York City","Borough of Manhattan, New York County,New York City",900133,"45, 584, 815, 981, 685","watertrails,nyc water trail,nyc wap hpb","watertrails,nyc water trail,nyc wap hpb",NY,c,c,Lower Hudson River,"Hudson River Park, Pier 84",,"Pier 84, West 44th St & 12th Ave, Manhattan",Hudson River Park Trust,non_profit,Hudson River Park Trust,Hudson River Park Trust,info@manhattankayak.com,Hudson River Park Trust,info@manhattankayak.com,https://hudsonriverpark.org/locations/pier-84/,"Situated between the Intrepid Sea, Air & Space Museum and the Circle Line, Pier 84 stretches almost 1,000 feet into the River and measures nearly 100,000 square feet, making it one of the largest piers on the Manhattan waterfront. The Pier features a boathouse, dog run, interactive fountain, and gently sloping lawn that accommodates picnics and sunbathing.",,Currents on the Hudson move swiftly; the security zone at the cruise ship terminal extends 100 yards out from the pierhead line.,N,,N,,,Y,"Kayak,LifeVest,Other",Y,Paid parking at Circle Line Sightseeing Cruises Parking Lot at West 42nd St and 12th Ave.,Y,Y,Y,Y,Y,Y,Y,OnLeashOnly,,Y,Y,Y,,Y,Y,"Ferry terminal at West 38th St, Times Square / Hudson Yards Subway, Port Authority Bus Terminal",Y,Hudson River Greenway,"INSTR,EQUIP",Manhattan Kayak,savi@pratt.edu,212-924-1788,https://manhattankayak.com/,,"Kayaking classes provided by Manhattan Kayaking Company. We welcome all people and dogs. Novices can rent kayaks or boards, join river tours, or take classes. Trained Paddlers explore New York City   s vast waters together. Be a member for fellowship and for an extraordinary life in New York City.",Y,"Plan 10 mins to present these skills and gear. SKILLS: Launch w/o assistance, Move sideways with stability, Brace while off-balance, Do 2 cove laps with control, Explain how to capsize and re-enter, Know location of nearby ship terminals, Know prevailing tidal currents, Explain right-of-way with motorized boats. GEAR: Boat in Good Condition, Paddle, Whistle, VHF Radio, Drinking Water, First Aid Kit, Personal Floatation Device or Lifejacket, Float Plan. Float bags required for kayaks that are not inherently buoyant.",Ferry and Cruise Terminal Nearby. Strong Tidal Currents. River terrain here is challenging. Beginners should not paddle out on this section of the Hudson River without a local expert.,N,550 feet,Kayak Launch,Y,N,,,,,,,,,,,,,Y,Y,,"American Eel, Atlantic Needlefish, Blue Crab, Bluefish, Carp, Channel Catfish, Gizzard Shad, Goldfish, Rainbow Smelt, Striped Bass, White Catfish, White Perch",N,,,,7/28/2023 20:54,HudsonAccessProject_PrattSAVI,9/3/2023 18:17,HudsonAccessProject_PrattSAVI,pier84boathouse_01.jpg,pier84boathouse_02.jpg,pier84boathouse_03.jpg,pier,,,https://www.riverkeeper.org/water-quality/hudson-river/,,N,Y,info@manhattankayak.org,"HPBL,FISH",-74.00050178,40.76340617
61,37c92bd7-6418-4092-873f-77a9367a51aa,Queens,40.76972151,-73.93518139,"Queens,New York City","Queens,New York City",192,"21, 816, 161, 655","nyc water trail,nyc wap hpb","nyc water trail,nyc wap hpb","NY,","c,","c,","East River   Harlem River   Newtown Creek,",Hallett's Cove Beach,,"31st Ave & Vernon Blvd,  Queens,Vernon Blvd",NYC Parks,city_park,NYC Parks,311,sf@socratesculpturepark.org,sf@socratesculpturepark.org,311,www.nycgovparks.org/facilities/kayak/25,A small beach offers access to the east channel of the East River. Portage is 10 ft. Facilities at Socrates Sculpture Park.,,Even experts can be intimidated by the swift currents of the East River and turbulent waters of Hell Gate.,Y,,N,,Sunrise to Sunset (April 1 to December 1),Y,"Kayak,LifeVest",N,,N,Y,Y,N,N,Y,N,OnLeashOnly,"Amenities are accessible inside Socrates Sculpture Park which is open from 9am to Sunset, 365 days a year. ",N,Y,N,,Y,Y,Astoria Ferry Stop. We are also accessible by bus (Q104 and Q103) or by going to the Broadway stop of the N or W and walking or taking the bus. There is also a citibike station nearby. ,Y,There is a non-protected bike path on vernon boulevard.,EQUIP,Long Island City Community Boathouse,savi@pratt.edu,631-542-2628,http://www.licboathouse.org/,Saturdays from April to October. Check calendar and weather. ,"On selected weekend afternoons, Long Island City Community Boathouse, in partnership with Socrates Sculpture Park, offers free walk-up paddling on the sheltered waters of Hallets Cove, from the beach at Vernon Blvd. at 31st Ave. This program is open to persons of all ages and skill levels, including those wanting to try kayaking for the first time. No reservation is needed. All on-water participants must be able to swim, and under 18 must be accompanied by a parent or guardian. Sit-on-top kayaks, and (usually, depending on wind velocity) canoes are available.Please see our Calendar for dates and times. Dates for this program are selected according to the tide cycle, to ensure optimal beach conditions. Park rules prohibit swimming and require that footwear be worn on the beach.",Y,All levels can boat here but first timers should go with an experiences paddler. Reach out to LIC Boathouse for more info. ,,N,,Beach,N,N,,,,,,,,,,,,,Y,Y,,"American Eel, Atlantic Needlefish, Blue Crab, Bluefish, Carp, Channel Catfish, Gizzard Shad, Goldfish, Rainbow Smelt, Striped Bass, White Catfish, White Perch",N,,,,7/28/2023 21:12,HudsonAccessProject_PrattSAVI,9/3/2023 18:13,HudsonAccessProject_PrattSAVI,,,,beach,,,https://www.riverkeeper.org/water-quality/hudson-river/,,N,Y,info@licboathouse.org,"HPBL,FISH",-73.93564,40.76941557
62,20e3b9b4-b2e7-4c3d-8e79-ea9892f1f7fc,Bergen,40.91362462,-74.03077243,"River Edge,River Edge Borough","River Edge,River Edge Borough",595580,"2, 331, 141",njdep_water_access,njdep_water_access,"NJ,","c,","c,","Hackensack River   Meadowlands,",Steuben House Historic Site,Historic New Bridge Landing,"1205 Main St, River Edge, Main St",Bergen County Historical Society,"state_or_county_park,non_profit,privately_owned",Bergen County Historical Society,201-343-9492,contactBCHS@bergencountyhistory.org,contactBCHS@bergencountyhistory.org,201-343-9492,https://www.bergencountyhistory.org/,,Bergen County Historical Society,"Garbage is carry out, no digging or metal detecting or metal fishing. Bank is steep, best water is closest to bridge, watch for obstructions.",N,"The BCHS (non-profit, 501c3) charges for events at the site, 100% goes to our mission. Historical Interpretative signs, Swing Bridge is closed to motor vehicles but open to pedestrians & commuters. RESPECT the historic nature of the place",N,,Dawn to Dusk,N,NoRental,Y,"Street parking and parking lot at Main Street & Hackensack Avenue, River Edge, NJ",N,N,N,N,N,N,N,OnLeashOnly,Y,Y,Y,Y,Stone dust path connects the three 18 century houses. Woodland path on Brett Park side of park.,N,Y,"New Bridge Landing train stop on the Pascack Valley line out of Secaucus, NJ. Travel one block north and east to cross at the lighting into the historic site.",N,,"TRIPS,OTHER",Bergen County Historical Society,savi@pratt.edu,201-343-9492,https://www.bergencountyhistory.org/events,Programming is throughout the year.,"We offer historical interpretation of the site, houses, barn and museum artifacts in an open & scenic preserved green space with views of the Hackensack River. Events are seasonally themed and include activities for children. The 12-step QR Code History Challenge is available free for students with a certificate of completion is available throughout the year.",N,,,,,,,N,,,,,,,,,,,,,N,,,,N,,,,7/28/2023 21:25,HudsonAccessProject_PrattSAVI,9/3/2023 18:41,HudsonAccessProject_PrattSAVI,historicnewbridgelanding_01.jpg,,,park,,,,,Y,Y,info@BergenCountyHistory.org,,-74.03073801,40.91367399
64,8a64f7d3-ba3a-4859-817d-fcc2132983f0,New York,40.72126409,-74.01287175,"Borough of Manhattan, New York County,New York City","Borough of Manhattan, New York County,New York City",900124,"84, 516, 571, 740","watertrails,nyc wap hpb,nyc wap fish","watertrails,nyc wap hpb,nyc wap fish","NY,","c,","c,","Lower Hudson River,","Hudson River Park, Pier 26",,"North of N Moore St & West St, Manhattan",Hudson River Park Trust  ,non_profit,"Rashi Puri, AVP Real Estate & Planning",212-627-2020,info@hudsonriverpark.org,info@hudsonriverpark.org,,www.nycgovparks.org/facilities/kayak/64,Public dock,,"You must know how to swim. if under 18 years old, parent or legal guardian must be present.",N,Fill out Operator's liability waiver,N,,6:00 am - 12:00 am,Y,Kayak,N,,Y,Y,Y,Y,Y,N,N,"OnLeashOnly,NoBoats",,Y,Y,Y,,Y,Y,"Subway: 1, 2, 3, A, C, E",Y,Bikeway adjacent to Hudson River Park along the west side of Manhattan,"INSTR,EQUIP,TRIPS",Downtown Boathouse,savi@pratt.edu,,https://hudsonriverpark.org/activities/downtown-boathouse/ ,https://www.downtownboathouse.org/calendar,"The downtown boathouse is the largest free kayaking program in the country. We offer free sit-on-top kayaks for public use in protected Hudson River embayments at each of our locations throughout our season (May-October). We give brief instruction and provide life vests, as well as lockers and locks, sun block, changing rooms and first aid equipment. This is by far our most popular program for adults and children alike. It provides an opportunity to create a personal connection with our waterfront, regardless of age, income or location, and it also serves to educate our communities about how far we have come in cleaning up the Hudson River.  This site is considered an historic landmark.",Y,No experience required.,Boathouse operator to advise at time of registration.,N,,Ramp Launch,Y,N,,,,,,,,,,,,,Y,Y,,"American Eel, Atlantic Needlefish, Blue Crab, Bluefish, Carp, Channel Catfish, Gizzard Shad, Goldfish, Rainbow Smelt, Striped Bass, White Catfish, White Perch",N,,,,7/28/2023 21:55,HudsonAccessProject_PrattSAVI,9/3/2023 18:15,HudsonAccessProject_PrattSAVI,,,,pier,,,https://www.riverkeeper.org/water-quality/hudson-river/,,N,Y,info@downtownboathouse.org,"HPBL,FISH",-74.01330604,40.72104756
65,e5af35fa-5127-4d20-8628-134526d1c6c3,Westchester,40.97479762,-73.8863531,yonkers,yonkers,645755,791,yonkers,yonkers,NY,NY,NY,NY,Yonkers Yacht Club,,"1203 Warburton Ave, Yonkers, NY 10701",The Yonkers Yacht Club ,privately_owned,Dean Wetherell,914-584-0742,theyonkersyachtclub@gmail.com,theyonkersyachtclub@gmail.com,914-969-9325,https://yonkersyachtclub.com/,"The Yonkers Yacht Club was founded in 1879. Originally located on Fair Street in Yonkers, the club moved in 1941 to its present location at 1203 Warburton Avenue. Our annual regattas were once regularly featured in articles in the New York Times like the one below:  The ninth annual regatta of the Yonkers Yacht Club was sailed on the Hudson River yesterday, and proved one of the prettiest nautical sights ever witnessed on that river.   “Sailing on the Hudson; Annual Regatta of the Yonkers Yacht Club”                  The New York Times, June 27, 1888  That race included 37 yachts from the Sing Sing, Columbia and Brooklyn Yacht Clubs. In August 1880, an earlier article in the New York Times titled  told the story of a 12 mile race from the club to Dobbs Ferry and back.  We’re proud of our history at the Yonkers Yacht Club.",,,N,"The Yonkers Yacht Club is a private club.  For insurance reasons, no non-member is allowed access without a member escort.  We are happy to talk to anyone who is interested in joining the club. ",Y,You need to be a dues paying member - see website for details.,https://yonkersyachtclub.com/,Y,NoRental,N,,N,Y,Y,N,Y,Y,N,N,Please note - you need to be a member to take advantage of our facilities.,N,N,N,Foot access only.  Stairs and uneven terrain.,Y,Y,Take the train to Greystone Station.  Bee Line bus 100' away from our entrance on Warburton Avenue at the top of the hill.,N,,914.969.9325,,savi@pratt.edu,,,,,Y,You need to have your own kayak and meet all club requirements.,Call the club with any concerns.,N,,We have a hydraulic cart available for member use.,Y,Y,You need to own a boat have a boating safety certificate.  Please call club with specific questions.,,N,,Our yard is immediately contiguous to our boat ramp.,Y,N,"40.97637° N, 73.88858° W",N,Y,N,,N,,,,N,,,,7/28/2023 22:07,HudsonAccessProject_PrattSAVI,7/28/2023 22:07,HudsonAccessProject_PrattSAVI,,,,dock,,6,https://www.riverkeeper.org/water-quality/hudson-river/,,N,N,,"HPBL,MPBL",-73.88739389,40.97665636
66,767c6744-cd46-4235-86c7-6b7bc690901a,Bronx,40.82572953,-73.88508227,"Bronx,New York City","Bronx,New York City",133,"123, 162, 516, 401, 702","nyc water trail,nyc wap hpb,nyc wap fish","nyc water trail,nyc wap hpb,nyc wap fish","NY,","c,","c,","Bronx River   Western Long Island Sound,",Concrete Plant Park,,"Westchester Ave or Bruckner Blvd, The Bronx",NYC Parks,city_park,Bronx River Alliance,(718)  542- 4124,info@bronxriver.org,info@bronxriver.org,(718) 542- 4124,https://bronxriver.org/contact,"Concrete Plant Park was home to a working concrete batch mix plant sitting on the western bank of the Bronx River, running from 1945 to 1987. The Bronx River Alliance and the Parks Department began revitalization of this site through re-establishing salt marshes and organizing community gatherings.  Today, this site offers fishing, human powered boat access,  a bike path, and an edible food forest, known as the Bronx River Foodway.  ",Alyssa Bement,A boom collects debris and helps prevent motorized traffic from going north; to the south are strong currents and a working shipping channel.,N,"Rules prohibit swimming, diving, or bathing, rafts or other inflatables, consumption of alcohol, littering, smoking, any discharge into water, pets off leash or in the water, open flame, storing personal property, motor vehicles without specific authorization.",N,,6 am - 10 pm,Y,NoRental,N,,Y,Y,Y,N,N,Y,N,OnLeashOnly,"Bike pumps on trail. Porta-potty only. Parking at Starlight Park, take the Bronx River Trail south to access Concrete Plant Park.",Y,N,Y,Foodway is not wheelchair accessible. ,Y,Y,"Subway: 2, 5, 6 to Whitlock Ave",Y,Bronx River Greenway,"TRIPS,ENVED",Bronx River Alliance,savi@pratt.edu,718-542-4124,https://bronxriver.org/place/concrete-plant-park,https://bronxriver.org/visit-the-river/calendar,"Bronx River Alliance hosts estuary paddles out of Concrete Plant Park, visit their website to see when the next one is offered. Tours and events also occur at the Bronx River Foodway, teaching folks more about what is planted and how to use it. Foraging is welcome anytime during the park's opening hours. ",Y,,A boom collects debris and helps prevent motorized traffic from going north; to the south are strong currents and a working shipping channel. Emergency Landing Points are Hunts Point Park and Soundview. ,N,,Hand Launch,N,N,,,,,,,,,,,,,Y,Y,,"Largemouth Bass, Smallmouth Bass, Striped Bass, Bluefish, American Eel, Channel Catfish, Carp",N,,,,8/22/2023 17:40,HudsonAccessProject_PrattSAVI,9/3/2023 18:05,HudsonAccessProject_PrattSAVI,concreteplantpark_01.jpg,concreteplantpark_02.jpg,concreteplantpark_03.jpg,"rocky,park,other",Promenade ,,https://www.riverkeeper.org/water-quality/citizen-data/bronx-river/soundview-starlight-park-north-dock/,,Y,Y,info@bronxriver.org,"HPBL,FISH",-73.88516799,40.82526814
67,cb4a8166-9d4e-4d41-8a94-99d9d7dcf3e0,,,,,,31177,,,,,,,,Hunts Point Riverside Park,,"1409 Lafayette Ave, Bronx, NY 10474",NYC Parks,city_park,Bronx River Alliance ,(718) 542- 4124,info@bronxriver.org,info@bronxriver.org,(718) 542- 4124,https://bronxriver.org/contact,"Hunts Point Riverside Park wouldn't be present without the tireless efforts of community residents to reclaim their waterfront. An area that was once a street end filled with debris, this park now has BBQ stands, a spray play area, amphitheater, a fishing pier, and a boat launch. The design of this park pays homage to the historical boating practices along the Bronx River. ",Alyssa Bement,Look for Rocking the Boat's bright blue building to find the park entrance ,N,https://www.nycgovparks.org/facilities/kayak/12,N,,Dawn to Dusk,Y,"Canoe,SailBoat,LifeVest",Y,Limited parking available ,Y,N,Y,N,N,Y,N,OnLeashOnly,Spray showers on-site. Bathrooms inside Rocking the Boat building ,Y,,Y,,Y,Y,"6, BX6-SBS",N,,"INSTR,EQUIP,ENVED,OTHER",Rocking the Boat,savi@pratt.edu,718-466-5799,https://rockingtheboat.org/what-we-do/public-programs/free,,"Rocking the Boat participants develop pride, purpose, and possibility by learning the unique and lifelong skills behind building and rowing wooden boats, sailing, and resorting the Bronx River. We create community, teach through transformative experiences, and make nature availiable to everyone, inspiring young people to determine their own future against a backdrop of systemic inequity. Rocking the Boat works alongside THE POINT's Riverside Campus for Arts and The Environment.  ",Y,,,N,,Ramp Launch ,N,N,,,,,,,,,,,,,Y,Y,,"Largemouth Bass, Smallmouth Bass, Striped Bass, Bluefish, American Eel, Channel Catfish, Carp",N,,,,8/22/2023 19:13,HudsonAccessProject_PrattSAVI,9/3/2023 17:52,HudsonAccessProject_PrattSAVI,huntspointriversidepark_01.jpg,huntspointriversidepark_02.jpg,huntspointriversidepark_03.jpg,"pier,rocky",,,https://www.riverkeeper.org/water-quality/citizen-data/bronx-river/hunts-point-riverside-park-beach-dock/,,Y,Y,info@rockingtheboat.org,"HPBL,FISH",-73.8814573,40.81781224
68,96ff1b0f-88ae-4fb8-88b0-60ed7a3dd734,Bronx,40.80705417,-73.87289418,"Bronx,New York City","Bronx,New York City",58,"2, 501, 634",nyc wap hpb,nyc wap hpb,"NY,","c,","Pier,","Bronx River   Western Long Island Sound,",Hunt's Point Landing,,"2 Farragut St, The Bronx",Point CDC,non_profit,NYC EDC Hunts Point Peninsula ,,https://edc.nyc/project/hunts-point-peninsula,HuntsPointVisionPlan@edc.nyc,,https://edc.nyc/project/hunts-point-peninsula,"Hunts Point Landing is a fishing destination at the edge of Hunts Point, attracting a lot of fishermen through its confluence of the Bronx and East Rivers. It is part of the South Bronx Greenway Master Plan, which is a long-term project to create a continuous greenway along the Bronx River waterfront. Adjacent to the fishing pier, this park has a kayak and canoe launch. This site was chosen for the Hudson River Sustainable Shorelines Project, which removed degraded industrial features and implemented salt water habitat restoration. ",Alyssa Bement,"Located within Hunts Point Market where several freight trucks are located, be careful when navigating to the entrance.",N,,N,,Dawn to Dusk ,Y,Y,N,,Y,Y,N,N,N,Y,N,N,Fish cleaning station on pier ,Y,,Y,"Limited signage for park entrance; look for Farragut St on Food Center Dr, go south on Farragut St until you reach a silver fence, which is the park entrance.  ",Y,Y,"Bx 6 or Bx 46 Bus to Food Center Dr, Farragut St",Y,Food Center Dr,,,savi@pratt.edu,,,,,Y,,"Boat launch has a lot of debris, be careful when docking. ",N,,Hand Launch,N,N,,,,,,,,,,,,,Y,Y,,"Largemouth Bass, Smallmouth Bass, Striped Bass, Bluefish, American Eel, Channel Catfish, Carp",N,,,,8/22/2023 20:19,HudsonAccessProject_PrattSAVI,8/22/2023 20:19,HudsonAccessProject_PrattSAVI,huntspointlanding_01.jpg,huntspointlanding_02.jpg,huntspointlanding_03.jpg,"pier,rocky,other",Ground dock ,,https://www.riverkeeper.org/water-quality/citizen-data/bronx-river/soundview-park-mouth-river/,,Y,N,,"HPBL,FISH",-73.87186803,40.8020754
69,0b7ff548-4293-4917-80df-0a5261ad4e87,,,,,,,,,,,,,,Anheuser-Busch Street End,,"550 Food Center Dr, Bronx, NY 10474",,,,,,,,,"Within the Hunts Point Food Market, there is a bike lane adjacent to Anheuser-Busch that grants access to the waterfront. This is not connected to Hunts Point Landing, but is an additional access point for fisherman to recreate on the East and Bronx Rivers confluence.",,,N,,N,,,N,NoRental,N,,,,,N,N,Y,N,,Restricted parking at Anheuser-Busch lot,,,Y,"The entrance for this access point is on the north end of the Anheuser-Busch distribution building. On Food Center Dr, walk past the main parking entrance to see a bike lane between gates. ",N,Y,"BX46, BX6-SBS",Y,Food Center Dr,,,savi@pratt.edu,,,,,N,,,,,,,N,,,,,,,,,,,,,Y,Y,,"Largemouth Bass, Smallmouth Bass, Striped Bass, Bluefish, American Eel, Channel Catfish, Carp",N,,,,8/22/2023 21:31,HudsonAccessProject_PrattSAVI,8/22/2023 21:31,HudsonAccessProject_PrattSAVI,,,,"rocky,other",Promenade ,,https://www.riverkeeper.org/water-quality/citizen-data/bronx-river/soundview-park-mouth-river/,,Y,N,,FISH,-73.8705596,40.80643876
70,45580f3b-3b8f-4e2e-8949-6a4fdb951372,Bronx,40.80522832,-73.88984323,New York City,New York City,38893,1698,nyc wap fish,nyc wap fish,nyc wap fish,nyc wap fish,nyc wap fish,nyc wap fish,Barretto Point Park,,"Viele Ave, Bronx, NY 10474",NYC Parks,city_park,NYC Parks,311,info@parks.nyc.gov,info@parks.nyc.gov,311,https://portal.311.nyc.gov/article/?kanumber=KA-01060,"Tucked away beside an industrial area of Hunts Point, Barretto Point Park offers canoe and kayak access to the East River, as well as swimming access on the river through the Barretto Floating Pool. The park is home to a variety of birds, including ducks, geese, gulls, herons, and egrets. This site, which was once an abandoned asphalt plant, is a valued green space in the Hunts Point neighborhood. ",Alyssa Bement,,N,https://www.nycgovparks.org/parks/X307/facilities/outdoor-pools/floating-pool,N,,6 am - 10 pm,Y,,Y,Parking on Viele Ave ,Y,Y,Y,www.dec.ny.gov/outdoor/8377.html,N,Y,Y,Y,"Barbecuing areas, Basketball courts, Handball courts, Volleyball courts ",N,Y,Y,Floating pool pier slippery when wet,Y,Y,Bx46,Y,Tiffany St,INSTR,NYC Parks Swim Programs ,abement@pratt.edu,(646) 831-6759,https://www.nycgovparks.org/parks/X307/facilities/outdoor-pools/floating-pool,"Outdoor pool season is from June to September. Outdoor pool hours are from 11:00 a.m. through 7:00 p.m. daily, with a break for pool cleaning between 3:00 p.m. and 4:00 p.m. ","NYC Parks offers free swimming lessons for people of all ages throughout the summer. There are also special programs for teens, seniors, and people with disabilities. NYC Parks provides free sunscreen to city pools across the five boroughs.",Y,,,N,500 ft,Hand Launch ,Y,N,,,,,,,,,,,,,N,,,,Y,"You’ll need to leave food, glass bottles, electronic devices, and newspapers at home. Unbound periodicals tend to blow around and create litter, food can be messy to clean up after, and there’s too much water around to make sure your electronics stay safe.  Just to be on the safe side, we also recommend leaving valuables like jewelry and credit cards at home.",Y,Y,8/25/2023 19:47,abement_Pratt,9/3/2023 17:56,HudsonAccessProject_PrattSAVI,barrettopointpark_01.jpg,barrettopointpark_02.jpg,barrettopointpark_03.jpg,"pier,beach,rocky",,,https://www.riverkeeper.org/water-quality/citizen-data/bronx-river/soundview-park-mouth-river/,,Y,Y,info@parks.nyc.gov,"HPBL,SWIM",-73.88844229,40.80551917
71,85596201-fc94-4533-81d3-6d4bbdb9fd92,Bronx,40.8058,-73.8894,New York City,New York City,84,1604,nyc water trail,nyc water trail,nyc water trail,nyc water trail,nyc water trail,nyc water trail,Tiffany Street Pier,,"Tiffany St &, Viele Ave, Bronx, NY 10455",NYC Parks,city_park,NYC Parks,311,info@parks.nyc.gov,info@parks.nyc.gov,311,https://portal.311.nyc.gov/article/?kanumber=KA-01060,"This 1,200-foot pier, located on the confluence of the Bronx and East Rivers, is a popular destination for fishing.  It was built in 1942, and reconstructed in 2015 due to damage done by Hurricane Sandy.  The pier provides a good vantage point for fishing, especially for striped bass and flounder. ",Alyssa Bement,"Pregnant women, women of childbearing age, and children under 15 years of age should not eat fish or eels caught in these waters. Others should limit their consumption. Park Rules prohibit swimming, diving, or bathing, rafts or other inflatables, consumption of alcohol, littering, smoking, any discharge into water, pets off leash or in the water, open flame, storing personal property, motor vehicles without specific authorization.",N,https://www.dec.ny.gov/permits/54950.html,N,,6:00 am - 11:00 pm ,N,NoRental,Y,Parking at Barretto Point Park on Viele Ave,N,Y,Y,,N,N,N,OnLeashOnly,Bathrooms are located at Barretto Point Park,Y,Y,Y,"Entrance to the pier is at the end of Tiffany St and Viele Ave. Enter Barretto Point Park gates, then take a right to enter the pier. ",N,Y,Bx46,Y,Tiffany St,NYC Parks,,abement@pratt.edu,,,,,N,,,,,,,N,,,,,,,,,,,,,Y,Y,500 ft,"American Eel, Atlantic Needlefish, Blue Crab, Bluefish, Carp, Channel Catfish, Gizzard Shad, Goldfish, Rainbow Smelt, Striped Bass, White Catfish, White Perch",N,,,,8/26/2023 20:35,abement_Pratt,8/26/2023 20:35,abement_Pratt,tiffanystreetpier_01.jpg,tiffanystreetpier_02.jpg,,pier,,,https://www.riverkeeper.org/water-quality/citizen-data/bronx-river/soundview-park-mouth-river/,,N,N,,FISH,-73.88953649,40.80568774
72,2211642d-b6a3-4667-879c-5ea66b304434,Bronx,40.85501257,-73.92023948,"Bronx,New York City","Bronx,New York City",147,"46, 716, 421, 697","nyc wap hpb,nyc wap fish","nyc wap hpb,nyc wap fish","NY,","c,","c,","East River   Harlem River   Newtown Creek,",Roberto Clemente State Park,,"301 W Tremont Ave, The Bronx",NYS Parks,state_or_county_park,NYS Parks ,(718)  299-8750,accesspass@parks.ny.gov,accesspass@parks.ny.gov,(718) 299-8750,https://parks.ny.gov/parks/140,"Roberto Clemente State Park, located in the Bronx alongside the Harlem River, was the first Urban New York State Park. The park is named after Clemente, the first Latino-American inducted into the Baseball Hall of Fame. There is something for everyone at this park - human powered boat access to the Harlem River, several ball fields, playgrounds, barbeque, and an Olympic-size pool complex.  This is a great place to take the family for a waterfront day trip in the city. ",Alyssa Bement,Do not feed wildlife. Barbecuing only permitted on park grills in the designated area. No barbecuing on personal grills.,N,Use by permit only. Picnic permit at NYS parks website.,Y,"Pool is $2 entry for adults, $1 entry for children, free for children 5 and younger. ",8:00 am - 8:30 pm ,Use by permit only,Use by permit only,Y,"Limited parking, taking transit is recommended. ",Y,Y,Y,Y,N,Y,Y,N,"Basketball, T-ball. and Baseball fields. ",Y,Y,Y,,Y,Y,"Metro North: Morris Heights, 4 train to Burnside Ave, Bx40, Bx42",N,,"INSTR,OTHER",Roberto Clemente State Park,abement@pratt.edu,718-299-8750,https://parks.ny.gov/parks/140/details.aspx,July through August,"Free swimming lessons for children ages 6-12. For seniors, there is free water aerobics on Wednesdays.",Y,,Sunken boats and debris can be obstacles at low tide. Only experienced paddlers in Harlem River; dangerous currents!,Y,,Ramp Launch,N,N,,,,,,,,,,,,,N,,,,Y,https://parks.ny.gov/documents/parks/RobertoClementeAquaticPoolRules.pdf,Y,Y,8/26/2023 21:24,abement_Pratt,9/3/2023 18:33,HudsonAccessProject_PrattSAVI,robertoclementestatepark_01.jpg,robertoclementestatepark_02.jpg,robertoclementestatepark_03.jpg,"pier,park",,,https://www.riverkeeper.org/water-quality/hudson-river/nyc-hudson-bergen/harlem-river-washington-bridge/,Swimming pool opens on June 24 and closes on September 4.,Y,Y,https://parks.ny.gov/about/contact-us.aspx,"HPBL,SWIM",-73.91977411,40.85574716
73,646082d3-b9ef-428d-8b9d-c42cd1579146,,,,,,,,,,,,,,Bridge Park,,"Sedgwick Ave, Bronx, NY 10453",NYC Parks,city_park,NYC Parks,311,info@parks.nyc.gov,info@parks.nyc.gov,311,https://portal.311.nyc.gov/article/?kanumber=KA-01060,"Connecting Roberto Clemente State Park and Highbridge Park, Bridge Park offers views of the Alexander Hamilton Bridge, Washington Bridge, Highbridge Park, and the High Bridge—New York City's oldest standing bridge. ",,,N,,N,,Dawn to Dusk,N,NoRental,N,,Y,N,N,N,N,,N,OnLeashOnly,,Y,,Y,"The south portion of the trail ends around The High Bridge, and is a difficult connector path. We recommend users to exit near the north end of the trail near Roberto Clemente State Park.",N,N,,Y,,,,abement@pratt.edu,,,,,N,,,,,,,N,,,,,,,,,,,,,Y,N,,,N,,,,8/26/2023 22:57,abement_Pratt,9/1/2023 22:09,HudsonAccessProject_PrattSAVI,,,,park,,,https://www.riverkeeper.org/water-quality/hudson-river/nyc-hudson-bergen/harlem-river-washington-bridge/,,Y,N,,,-73.92571429,40.84836415
